order_line_id,order_id,order_date,customer_id,repeat_customer,region,channel,acquisition_source,campaign,category,size,color,print_type,design_theme,dtf_supplier,dtf_area_cm2,dtf_cost_per_cm2_ars,base_cost_ars,labor_cost_ars,packaging_cost_ars,shipping_method,shipping_cost_ars,units,price_list_unit_ars,discount_pct,unit_price_final_ars,order_total_ars,cogs_unit_ars,profit_unit_ars,profit_total_ars,delivery_time_days,payment_method,was_returned,defect_type,customer_rating
1925,1844,2025-05-03,CUST1011,0,GBA Sur,Instagram,Google Search,HotSaleMay,Remera mujer,L,Negro,DTF,Conurbano Nipón,Proveedor B,180,8.16,6421.0,3281.0,700.0,Moto GBA,1998.0,2,18740.0,0.096,16940.0,33880.0,12868.48,4071.52,8143.05,5,MercadoPago,0,Ninguno,4.5
231,220,2025-05-04,CUST0045,1,Quilmes,Feria,IG Ads,HotSaleMay,Remera mujer,L,Negro,DTF,Conurbano Nipón,Proveedor B,191,8.7,7989.0,3117.0,676.0,Retiro,0.0,1,21720.0,0.083,19910.0,19910.0,13444.09,6465.91,6465.91,4,Efectivo,0,Ninguno,4.9
280,268,2025-05-04,CUST0001,1,Quilmes,Instagram,IG Orgánico,HotSaleMay,Remera mujer,M,Blanco,DTF,Minimalista,Proveedor A,169,9.09,7884.0,3089.0,383.0,Moto GBA,2828.0,1,24110.0,0.178,19820.0,19820.0,15723.85,4096.15,4096.15,3,MercadoPago,0,Ninguno,4.6
309,296,2025-05-04,CUST0001,1,GBA Sur,TiendaNube,IG Ads,HotSaleMay,Tote bag,S,Negro,DTF,Rock,Proveedor B,251,8.58,3208.0,2596.0,438.0,Moto GBA,3462.0,2,18770.0,0.0,18770.0,37540.0,10130.23,8639.77,17279.55,3,Débito,0,Ninguno,4.4
728,695,2025-05-04,CUST0001,1,Quilmes,TiendaNube,IG Orgánico,HotSaleMay,Remera mujer,XL,Blanco,DTF,Conurbano Nipón,Proveedor A,194,8.84,8142.0,2978.0,308.0,Retiro,0.0,1,21070.0,0.191,17050.0,17050.0,13145.89,3904.11,3904.11,1,Débito,0,Ninguno,4.0
1214,1161,2025-05-04,CUST0029,1,GBA Sur,Feria,IG Ads,HotSaleMay,Remera unisex,XL,Negro,DTF,Tango,Proveedor C,204,10.93,8386.0,1607.0,804.0,Retiro,0.0,2,21030.0,0.0,21030.0,42060.0,13022.55,8007.45,16014.89,5,MercadoPago,0,Ninguno,4.5
1251,1196,2025-05-04,CUST0008,1,Quilmes,Instagram,Google Search,HotSaleMay,Oversize,XL,Negro,DTF,Tipográfica,Proveedor B,251,9.57,8008.0,1801.0,639.0,Correo Argentino,2680.0,1,27530.0,0.108,24550.0,24550.0,15531.77,9018.23,9018.23,4,Crédito,0,Ninguno,4.4
1634,1563,2025-05-04,CUST0003,1,CABA,Instagram,Feria,HotSaleMay,Buzo canguro,XL,Azul,DTF,Rock,Proveedor A,325,8.8,22889.0,2658.0,559.0,Correo Argentino,3241.0,1,46730.0,0.144,40010.0,40010.0,32207.79,7802.21,7802.21,5,Efectivo,0,Ninguno,4.5
277,265,2025-05-05,CUST0045,1,GBA Sur,WhatsApp,IG Orgánico,HotSaleMay,Oversize,XL,Negro,DTF,Conurbano Nipón,Proveedor A,371,8.82,7485.0,3519.0,329.0,Mensajería CABA,3890.0,1,27960.0,0.129,24360.0,24360.0,18500.89,5859.11,5859.11,3,Débito,0,Ninguno,4.7
775,741,2025-05-05,CUST0009,1,Interior,Instagram,IG Ads,HotSaleMay,Remera unisex,M,Rojo,DTF,Tango,Proveedor C,104,10.27,6719.0,2076.0,590.0,Retiro,0.0,1,17100.0,0.242,12960.0,12960.0,10455.31,2504.69,2504.69,4,Crédito,0,Ninguno,4.1
1147,1098,2025-05-05,CUST0241,0,GBA Sur,WhatsApp,Boca a boca,HotSaleMay,Remera mujer,XL,Azul,DTF,Tango,Proveedor A,221,8.85,6634.0,3542.0,384.0,Moto GBA,3138.0,1,22950.0,0.217,17970.0,17970.0,15651.68,2318.32,2318.32,3,Crédito,0,Ninguno,4.8
1262,1206,2025-05-05,CUST0007,1,GBA Sur,TiendaNube,IG Orgánico,HotSaleMay,Remera mujer,M,Rojo,DTF,Vintage,Proveedor A,179,9.22,7157.0,2252.0,637.0,Correo Argentino,3370.0,1,25760.0,0.191,20850.0,20850.0,15067.37,5782.63,5782.63,5,MercadoPago,0,Ninguno,4.5
1479,1409,2025-05-05,CUST0006,1,Quilmes,Feria,Google Search,HotSaleMay,Remera mujer,M,Verde,DTF,Tango,Proveedor A,191,9.23,7441.0,2257.0,370.0,Mensajería CABA,3294.0,1,24290.0,0.153,20570.0,20570.0,15121.23,5448.77,5448.77,3,Débito,0,Ninguno,4.2
612,583,2025-05-06,CUST0001,1,Interior,Instagram,Boca a boca,HotSaleMay,Buzo canguro,S,Rojo,DTF,Conurbano Nipón,Proveedor B,232,8.86,18531.0,3428.0,728.0,Correo Argentino,4299.0,1,42440.0,0.115,37560.0,37560.0,29042.31,8517.69,8517.69,5,MercadoPago,0,Ninguno,5.0
885,847,2025-05-06,CUST0001,1,CABA,Instagram,Google Search,HotSaleMay,Remera mujer,S,Blanco,DTF,Tipográfica,Proveedor C,190,10.53,8337.0,3066.0,722.0,Retiro,0.0,1,22310.0,0.173,18450.0,18450.0,14128.26,4321.74,4321.74,5,Crédito,0,Ninguno,4.1
924,884,2025-05-06,CUST0001,1,CABA,TiendaNube,IG Ads,HotSaleMay,Remera unisex,XL,Blanco,DTF,Conurbano Nipón,Proveedor A,168,9.41,8459.0,2549.0,581.0,Mensajería CABA,2127.0,1,22880.0,0.246,17250.0,17250.0,15297.69,1952.31,1952.31,2,MercadoPago,0,Ninguno,5.0
991,947,2025-05-06,CUST0001,1,Quilmes,TiendaNube,Google Search,HotSaleMay,Oversize,XXL,Gris,DTF,Rock,Proveedor B,265,8.45,9043.0,1784.0,505.0,Correo Argentino,5116.0,2,26920.0,0.101,24200.0,48400.0,16132.07,8067.93,16135.86,6,MercadoPago,1,Descascarado,2.8
1054,1009,2025-05-06,CUST0002,1,Quilmes,Instagram,IG Ads,HotSaleMay,Buzo canguro,L,Gris,DTF,Vintage,Proveedor B,262,8.36,21882.0,2971.0,809.0,Correo Argentino,2663.0,1,46810.0,0.091,42550.0,42550.0,30513.51,12036.49,12036.49,8,MercadoPago,0,Ninguno,4.1
1295,1235,2025-05-06,CUST0695,1,Interior,Feria,IG Orgánico,HotSaleMay,Remera unisex,M,Negro,DTF,Vintage,Proveedor C,240,10.25,8198.0,3401.0,463.0,Mensajería CABA,3940.0,1,28720.0,0.248,21590.0,21590.0,18467.06,3122.94,3122.94,7,Débito,0,Ninguno,4.7
1608,1537,2025-05-06,CUST0002,1,GBA Sur,TiendaNube,Boca a boca,HotSaleMay,Remera unisex,L,Azul,DTF,Rock,Proveedor C,180,10.28,8096.0,1546.0,676.0,Correo Argentino,2582.0,1,25310.0,0.137,21850.0,21850.0,14754.98,7095.02,7095.02,6,Efectivo,0,Ninguno,4.0
1829,1752,2025-05-06,CUST0124,1,CABA,Instagram,IG Ads,HotSaleMay,Remera unisex,XS,Negro,DTF,Vintage,Proveedor B,217,8.29,6559.0,2276.0,441.0,Retiro,0.0,1,16300.0,0.217,12760.0,12760.0,11073.49,1686.51,1686.51,3,MercadoPago,0,Ninguno,4.3
1893,1813,2025-05-06,CUST0025,1,CABA,WhatsApp,Google Search,HotSaleMay,Remera unisex,M,Gris,Serigrafía,Minimalista,Proveedor C,297,10.25,8249.0,2825.0,359.0,Correo Argentino,4295.0,1,32830.0,0.098,29620.0,29620.0,18768.95,10851.05,10851.05,7,Débito,0,Ninguno,4.4
68,66,2025-05-07,CUST0002,1,Quilmes,TiendaNube,IG Orgánico,HotSaleMay,Buzo canguro,XXL,Negro,DTF,Minimalista,Proveedor B,301,8.63,20200.0,3805.0,452.0,Correo Argentino,3404.0,1,45140.0,0.15,38370.0,38370.0,30455.7,7914.3,7914.3,5,MercadoPago,0,Ninguno,4.4
1308,1247,2025-05-07,CUST0001,1,CABA,Instagram,IG Orgánico,HotSaleMay,Remera unisex,XL,Gris,DTF UV,Conurbano Nipón,Proveedor A,201,8.96,7069.0,2378.0,737.0,Retiro,0.0,1,18220.0,0.183,14890.0,14890.0,11984.22,2905.78,2905.78,3,Crédito,0,Ninguno,4.7
1756,1680,2025-05-07,CUST0001,1,Quilmes,Instagram,Boca a boca,HotSaleMay,Remera mujer,L,Rojo,DTF,Rock,Proveedor A,171,8.65,6751.0,3686.0,865.0,Correo Argentino,4582.0,2,23860.0,0.247,17960.0,35920.0,15070.38,2889.62,5779.23,6,Débito,0,Ninguno,4.6
1982,1895,2025-05-07,CUST0084,1,CABA,Instagram,IG Orgánico,HotSaleMay,Remera unisex,XL,Gris,DTF,Rock,Proveedor A,242,9.27,8754.0,3039.0,378.0,Retiro,0.0,2,22770.0,0.23,17530.0,35060.0,14416.34,3113.66,6227.32,2,MercadoPago,0,Ninguno,4.3
117,56,2025-05-08,CUST0005,1,CABA,TiendaNube,Boca a boca,HotSaleMay,Remera unisex,M,Blanco,Serigrafía,Rock,Proveedor A,233,9.34,6177.0,2470.0,758.0,Retiro,0.0,2,17010.0,0.152,14430.0,28860.0,11583.15,2846.85,5693.69,2,Crédito,0,Ninguno,5.0
386,368,2025-05-08,CUST0012,1,GBA Sur,WhatsApp,Boca a boca,HotSaleMay,Remera unisex,M,Rojo,DTF,Tipográfica,Proveedor A,224,8.72,7513.0,2944.0,860.0,Retiro,0.0,1,20430.0,0.0,20430.0,20430.0,13268.2,7161.8,7161.8,3,MercadoPago,0,Ninguno,5.0
821,786,2025-05-08,CUST0368,0,Quilmes,Instagram,IG Ads,HotSaleMay,Remera mujer,S,Negro,DTF,Vintage,Proveedor C,257,10.58,8680.0,2114.0,625.0,Moto GBA,2890.0,1,28250.0,0.098,25480.0,25480.0,17025.07,8454.93,8454.93,6,Transferencia,0,Ninguno,4.3
1529,1459,2025-05-08,CUST0692,0,Interior,WhatsApp,Boca a boca,HotSaleMay,Oversize,L,Blanco,DTF UV,Vintage,Proveedor A,259,8.16,10669.0,2942.0,877.0,Mensajería CABA,3514.0,2,27850.0,0.176,22940.0,45880.0,18353.82,4586.18,9172.37,3,Crédito,0,Ninguno,4.7
619,590,2025-05-09,CUST0126,0,Quilmes,Instagram,IG Ads,HotSaleMay,Remera unisex,S,Rojo,DTF,Rock,Proveedor A,193,8.97,8059.0,2495.0,437.0,Moto GBA,3062.0,1,27010.0,0.153,22880.0,22880.0,15788.47,7091.53,7091.53,3,Crédito,0,Ninguno,4.3
1005,961,2025-05-09,CUST0011,1,CABA,TiendaNube,IG Ads,HotSaleMay,Remera unisex,XS,Negro,DTF UV,Tipográfica,Proveedor A,226,9.62,8263.0,2764.0,513.0,Moto GBA,3812.0,1,28160.0,0.205,22390.0,22390.0,17528.51,4861.49,4861.49,4,MercadoPago,0,Ninguno,4.5
1408,1341,2025-05-09,CUST1150,0,GBA Sur,WhatsApp,Feria,HotSaleMay,Oversize,XXL,Negro,DTF,Tango,Proveedor B,286,7.98,7378.0,1830.0,496.0,Moto GBA,2064.0,2,21220.0,0.0,21220.0,42440.0,13015.52,8204.48,16408.95,3,Crédito,0,Ninguno,5.0
1547,1477,2025-05-09,CUST0001,1,Quilmes,Instagram,Boca a boca,HotSaleMay,Remera mujer,L,Azul,DTF UV,Minimalista,Proveedor B,190,8.26,7823.0,1916.0,693.0,Retiro,0.0,1,19180.0,0.222,14920.0,14920.0,11999.5,2920.5,2920.5,4,Crédito,0,Ninguno,4.3
1674,1602,2025-05-09,CUST0001,1,Quilmes,Instagram,IG Ads,HotSaleMay,Tote bag,M,Rojo,DTF,Minimalista,Proveedor B,288,8.48,3518.0,2510.0,777.0,Correo Argentino,2529.0,1,21890.0,0.118,19310.0,19310.0,11774.07,7535.93,7535.93,6,MercadoPago,0,Ninguno,4.2
1936,1854,2025-05-09,CUST0009,1,Quilmes,Feria,IG Orgánico,HotSaleMay,Remera unisex,S,Negro,DTF UV,Tango,Proveedor A,205,9.26,8578.0,2380.0,708.0,Correo Argentino,5158.0,1,31320.0,0.085,28660.0,28660.0,18722.24,9937.76,9937.76,5,Débito,0,Ninguno,5.0
36,34,2025-05-10,CUST0003,1,Quilmes,TiendaNube,IG Orgánico,HotSaleMay,Remera mujer,M,Rojo,DTF,Vintage,Proveedor C,251,10.73,6902.0,3290.0,717.0,Moto GBA,2076.0,1,24610.0,0.156,20780.0,20780.0,15674.29,5105.71,5105.71,7,MercadoPago,0,Ninguno,4.7
114,109,2025-05-10,CUST0237,1,CABA,Instagram,IG Ads,HotSaleMay,Remera mujer,XL,Blanco,Serigrafía,Rock,Proveedor B,210,8.36,6425.0,2997.0,835.0,Retiro,0.0,1,19760.0,0.141,16980.0,16980.0,12012.08,4967.92,4967.92,3,MercadoPago,0,Ninguno,4.5
121,115,2025-05-10,CUST0082,1,Quilmes,Instagram,IG Orgánico,HotSaleMay,Remera unisex,M,Azul,DTF UV,Vintage,Proveedor B,140,9.1,6298.0,3435.0,689.0,Moto GBA,2851.0,1,22360.0,0.11,19900.0,19900.0,14544.63,5355.37,5355.37,3,MercadoPago,0,Ninguno,4.9
390,372,2025-05-10,CUST0028,1,Quilmes,Instagram,IG Ads,HotSaleMay,Buzo canguro,M,Negro,DTF,Tipográfica,Proveedor A,269,8.95,19714.0,3890.0,730.0,Retiro,0.0,1,37490.0,0.129,32660.0,32660.0,26740.11,5919.89,5919.89,2,Crédito,0,Ninguno,4.1
1477,1407,2025-05-10,CUST0620,0,Interior,Instagram,Boca a boca,HotSaleMay,Oversize,S,Azul,DTF,Conurbano Nipón,Proveedor A,297,8.88,10517.0,3486.0,472.0,Moto GBA,3264.0,1,33610.0,0.161,28200.0,28200.0,20378.73,7821.27,7821.27,2,Transferencia,0,Ninguno,4.7
271,259,2025-05-11,CUST0001,1,Quilmes,WhatsApp,IG Ads,HotSaleMay,Remera mujer,XL,Blanco,DTF,Conurbano Nipón,Proveedor A,237,8.52,8485.0,3415.0,423.0,Moto GBA,3143.0,3,24510.0,0.0,24510.0,73530.0,15392.7,9117.3,27351.9,2,Efectivo,1,Descascarado,3.4
272,260,2025-05-11,CUST0003,1,Quilmes,TiendaNube,Google Search,HotSaleMay,Remera mujer,S,Blanco,DTF,Rock,Proveedor C,207,10.41,7349.0,2740.0,591.0,Retiro,0.0,1,20370.0,0.238,15510.0,15510.0,12832.81,2677.19,2677.19,4,MercadoPago,0,Ninguno,4.5
518,493,2025-05-11,CUST0006,1,Interior,TiendaNube,Boca a boca,HotSaleMay,Oversize,XXL,Blanco,Serigrafía,Rock,Proveedor C,290,10.86,8262.0,2506.0,374.0,Moto GBA,3026.0,1,30200.0,0.192,24390.0,24390.0,17320.61,7069.39,7069.39,5,MercadoPago,0,Ninguno,3.6
708,677,2025-05-11,CUST0002,1,GBA Sur,Instagram,IG Ads,HotSaleMay,Oversize,XL,Blanco,Serigrafía,Tipográfica,Proveedor A,257,8.81,10477.0,2453.0,519.0,Correo Argentino,3147.0,1,29930.0,0.199,23980.0,23980.0,18862.66,5117.34,5117.34,4,Débito,0,Ninguno,4.8
1124,1076,2025-05-11,CUST0005,1,CABA,WhatsApp,Google Search,HotSaleMay,Oversize,L,Azul,DTF UV,Vintage,Proveedor B,270,8.9,10727.0,3035.0,337.0,Correo Argentino,4914.0,1,35180.0,0.236,26860.0,26860.0,21417.12,5442.88,5442.88,5,Débito,0,Ninguno,4.9
1835,1758,2025-05-12,CUST0005,1,Quilmes,Feria,IG Orgánico,HotSaleMay,Oversize,L,Rojo,DTF,Tango,Proveedor B,236,7.99,8140.0,3177.0,571.0,Moto GBA,3043.0,2,25550.0,0.211,20160.0,40320.0,15291.69,4868.31,9736.63,5,MercadoPago,0,Ninguno,3.8
379,362,2025-05-13,CUST0005,1,GBA Sur,Instagram,Feria,HotSaleMay,Buzo canguro,L,Negro,DTF,Minimalista,Proveedor A,295,8.74,19376.0,2744.0,739.0,Moto GBA,3069.0,1,40270.0,0.248,30290.0,30290.0,28505.35,1784.65,1784.65,4,Crédito,0,Ninguno,4.0
445,422,2025-05-13,CUST0005,1,Quilmes,WhatsApp,IG Ads,HotSaleMay,Remera unisex,S,Negro,DTF,Minimalista,Proveedor A,222,9.85,6812.0,3727.0,499.0,Moto GBA,2375.0,2,23440.0,0.102,21040.0,42080.0,14413.32,6626.68,13253.36,4,Crédito,0,Ninguno,4.7
504,480,2025-05-13,CUST0574,0,Interior,Instagram,IG Orgánico,HotSaleMay,Remera mujer,L,Blanco,DTF,Rock,Proveedor B,296,8.98,7679.0,3920.0,626.0,Correo Argentino,3941.0,1,28310.0,0.146,24170.0,24170.0,18821.13,5348.87,5348.87,7,MercadoPago,0,Ninguno,4.7
531,505,2025-05-13,CUST0025,1,Interior,Instagram,IG Ads,HotSaleMay,Oversize,M,Blanco,DTF,Conurbano Nipón,Proveedor A,282,9.33,10191.0,2024.0,599.0,Mensajería CABA,3989.0,1,31800.0,0.14,27360.0,27360.0,19430.19,7929.81,7929.81,3,MercadoPago,0,Ninguno,4.7
732,699,2025-05-13,CUST0006,1,CABA,Instagram,IG Orgánico,HotSaleMay,Buzo canguro,M,Negro,DTF,Vintage,Proveedor B,239,8.31,18801.0,2808.0,315.0,Mensajería CABA,3222.0,1,38870.0,0.162,32590.0,32590.0,27133.93,5456.07,5456.07,3,MercadoPago,0,Ninguno,4.4
1511,1441,2025-05-13,CUST0003,1,GBA Sur,Instagram,Google Search,HotSaleMay,Remera unisex,M,Negro,DTF,Rock,Proveedor A,288,8.85,7101.0,3300.0,394.0,Correo Argentino,5066.0,1,32130.0,0.124,28140.0,28140.0,18409.99,9730.01,9730.01,3,Crédito,0,Ninguno,4.4
1729,1656,2025-05-13,CUST0001,1,Quilmes,Instagram,Google Search,HotSaleMay,Remera unisex,S,Blanco,DTF,Tipográfica,Proveedor B,276,8.95,7070.0,2390.0,469.0,Retiro,0.0,1,21150.0,0.161,17740.0,17740.0,12395.8,5344.2,5344.2,3,MercadoPago,0,Ninguno,4.4
74,72,2025-05-14,CUST0193,0,CABA,WhatsApp,IG Ads,HotSaleMay,Remera mujer,XXL,Gris,DTF UV,Vintage,Proveedor B,202,7.57,8193.0,3687.0,489.0,Correo Argentino,2681.0,1,26200.0,0.236,20010.0,20010.0,16579.98,3430.02,3430.02,7,Crédito,0,Ninguno,4.2
738,705,2025-05-14,CUST0009,1,Quilmes,Instagram,IG Orgánico,HotSaleMay,Remera mujer,L,Gris,DTF,Tango,Proveedor A,238,8.16,7031.0,3907.0,617.0,Moto GBA,1926.0,1,24820.0,0.248,18680.0,18680.0,15422.97,3257.03,3257.03,3,MercadoPago,0,Ninguno,4.8
1111,1065,2025-05-14,CUST0018,1,Interior,TiendaNube,Boca a boca,HotSaleMay,Oversize,M,Rojo,DTF,Rock,Proveedor C,200,11.99,8598.0,2419.0,380.0,Correo Argentino,2620.0,2,23310.0,0.242,17670.0,35340.0,15111.37,2558.63,5117.26,6,Débito,0,Ninguno,4.7
1310,1249,2025-05-14,CUST0005,1,GBA Sur,TiendaNube,IG Orgánico,HotSaleMay,Remera unisex,M,Negro,DTF,Minimalista,Proveedor C,225,10.68,7766.0,3502.0,559.0,Moto GBA,3208.0,2,24350.0,0.232,18700.0,37400.0,15835.48,2864.52,5729.05,5,Crédito,0,Ninguno,4.4
1852,1775,2025-05-14,CUST0001,1,Interior,TiendaNube,Boca a boca,HotSaleMay,Buzo canguro,L,Azul,Serigrafía,Tango,Proveedor A,292,8.46,19213.0,3750.0,775.0,Moto GBA,3275.0,1,46850.0,0.054,44310.0,44310.0,29479.71,14830.29,14830.29,2,MercadoPago,0,Ninguno,3.4
127,121,2025-05-15,CUST0018,1,Quilmes,Feria,IG Ads,HotSaleMay,Remera mujer,M,Azul,DTF UV,Minimalista,Proveedor B,198,8.09,7846.0,1725.0,552.0,Correo Argentino,3731.0,4,22040.0,0.083,20200.0,80800.0,12654.58,7545.42,30181.68,5,MercadoPago,0,Ninguno,3.8
187,179,2025-05-15,CUST0177,0,Quilmes,Instagram,Boca a boca,HotSaleMay,Buzo canguro,XL,Blanco,DTF,Conurbano Nipón,Proveedor A,261,8.75,21676.0,2168.0,580.0,Retiro,0.0,1,43540.0,0.157,36720.0,36720.0,26707.44,10012.56,10012.56,2,Crédito,0,Ninguno,4.3
681,650,2025-05-15,CUST0002,1,Quilmes,Instagram,Boca a boca,HotSaleMay,Remera mujer,L,Blanco,Serigrafía,Conurbano Nipón,Proveedor A,281,8.68,7108.0,2295.0,880.0,Mensajería CABA,4591.0,1,25920.0,0.188,21050.0,21050.0,17316.46,3733.54,3733.54,2,Crédito,0,Ninguno,4.2
907,869,2025-05-15,CUST0754,1,CABA,TiendaNube,IG Orgánico,HotSaleMay,Remera mujer,L,Blanco,DTF,Tipográfica,Proveedor B,280,7.08,6303.0,3920.0,549.0,Retiro,0.0,1,21440.0,0.185,17470.0,17470.0,12758.35,4711.65,4711.65,3,MercadoPago,0,Ninguno,4.9
1166,1116,2025-05-15,CUST0006,1,CABA,TiendaNube,IG Orgánico,HotSaleMay,Oversize,S,Negro,Serigrafía,Tipográfica,Proveedor A,217,8.63,7097.0,3037.0,420.0,Moto GBA,3109.0,1,27910.0,0.0,27910.0,27910.0,15538.81,12371.19,12371.19,4,Efectivo,0,Ninguno,4.5
1314,1253,2025-05-15,CUST0001,1,GBA Sur,TiendaNube,IG Ads,HotSaleMay,Tote bag,L,Negro,DTF,Tango,Proveedor B,317,8.48,3824.0,2088.0,619.0,Moto GBA,2964.0,1,19330.0,0.198,15510.0,15510.0,12187.23,3322.77,3322.77,5,Débito,0,Ninguno,4.4
1481,1411,2025-05-15,CUST0001,1,Quilmes,TiendaNube,IG Orgánico,HotSaleMay,Oversize,XL,Azul,DTF,Tango,Proveedor A,207,9.57,10439.0,2418.0,834.0,Correo Argentino,2746.0,1,31620.0,0.241,24010.0,24010.0,18414.85,5595.15,5595.15,4,Efectivo,0,Ninguno,4.4
1670,1598,2025-05-15,CUST0005,1,CABA,Feria,IG Orgánico,HotSaleMay,Remera unisex,XL,Negro,DTF,Vintage,Proveedor A,230,9.61,7270.0,3073.0,547.0,Retiro,0.0,2,22300.0,0.207,17690.0,35380.0,13103.79,4586.21,9172.42,2,Débito,1,Color shift,3.9
1871,1794,2025-05-15,CUST0004,1,Quilmes,Instagram,Google Search,HotSaleMay,Tote bag,L,Negro,DTF,Minimalista,Proveedor B,190,9.17,4610.0,2545.0,492.0,Retiro,0.0,1,17270.0,0.136,14920.0,14920.0,9390.68,5529.32,5529.32,4,MercadoPago,0,Ninguno,4.8
990,946,2025-05-16,CUST0160,1,GBA Sur,Feria,IG Orgánico,HotSaleMay,Oversize,XS,Gris,Serigrafía,Conurbano Nipón,Proveedor B,343,8.76,7810.0,3534.0,815.0,Retiro,0.0,3,25400.0,0.088,23160.0,69480.0,15164.04,7995.96,23987.87,3,Crédito,0,Ninguno,4.4
1553,1482,2025-05-16,CUST0012,1,CABA,TiendaNube,Boca a boca,HotSaleMay,Buzo canguro,XL,Negro,DTF,Vintage,Proveedor B,299,8.49,24488.0,2889.0,445.0,Retiro,0.0,1,46080.0,0.188,37430.0,37430.0,30358.13,7071.87,7071.87,2,Crédito,0,Ninguno,4.2
293,281,2025-05-17,CUST0001,1,Quilmes,WhatsApp,Feria,HotSaleMay,Remera mujer,XXL,Negro,DTF UV,Rock,Proveedor B,189,8.5,6564.0,2115.0,749.0,Retiro,0.0,1,19220.0,0.0,19220.0,19220.0,11038.25,8181.75,8181.75,3,MercadoPago,0,Ninguno,4.3
438,416,2025-05-17,CUST0003,1,Quilmes,Feria,IG Orgánico,HotSaleMay,Remera mujer,M,Blanco,DTF,Minimalista,Proveedor C,170,9.96,8294.0,3721.0,322.0,Retiro,0.0,2,23200.0,0.142,19900.0,39800.0,14034.34,5865.66,11731.32,5,MercadoPago,0,Ninguno,4.0
508,484,2025-05-17,CUST0005,1,GBA Sur,Instagram,Google Search,HotSaleMay,Remera mujer,XXL,Blanco,DTF,Rock,Proveedor A,236,9.15,8292.0,2091.0,623.0,Retiro,0.0,1,22960.0,0.192,18550.0,18550.0,13166.55,5383.45,5383.45,1,Crédito,0,Ninguno,4.4
770,736,2025-05-17,CUST0026,1,Quilmes,Instagram,IG Orgánico,HotSaleMay,Oversize,L,Negro,DTF,Vintage,Proveedor A,247,9.36,8652.0,3414.0,882.0,Correo Argentino,4313.0,1,34350.0,0.0,34350.0,34350.0,19572.11,14777.89,14777.89,7,MercadoPago,0,Ninguno,3.4
1565,1494,2025-05-17,CUST0005,1,GBA Sur,TiendaNube,IG Ads,HotSaleMay,Buzo canguro,L,Negro,DTF,Tango,Proveedor A,326,8.91,18054.0,2071.0,529.0,Retiro,0.0,1,33350.0,0.171,27640.0,27640.0,23553.32,4086.68,4086.68,2,Débito,0,Ninguno,4.5
1684,1611,2025-05-17,CUST0002,1,CABA,Instagram,IG Ads,HotSaleMay,Remera unisex,M,Rojo,DTF,Vintage,Proveedor A,203,9.76,7724.0,2325.0,666.0,Moto GBA,3206.0,1,23730.0,0.165,19810.0,19810.0,15907.32,3902.68,3902.68,3,MercadoPago,0,Ninguno,5.0
1141,1092,2025-05-18,CUST0003,1,GBA Sur,WhatsApp,Google Search,HotSaleMay,Buzo canguro,XXL,Azul,DTF,Vintage,Proveedor B,321,8.84,20486.0,3215.0,886.0,Moto GBA,1953.0,1,46100.0,0.23,35480.0,35480.0,29379.32,6100.68,6100.68,4,MercadoPago,0,Ninguno,4.6
404,384,2025-05-19,CUST0002,1,GBA Sur,Instagram,Google Search,HotSaleMay,Remera unisex,M,Rojo,DTF,Minimalista,Proveedor B,299,8.79,7090.0,2403.0,858.0,Correo Argentino,2556.0,1,23780.0,0.237,18140.0,18140.0,15533.55,2606.45,2606.45,6,Crédito,0,Ninguno,4.6
1161,1112,2025-05-19,CUST0005,1,Interior,WhatsApp,Boca a boca,HotSaleMay,Remera unisex,M,Blanco,DTF,Minimalista,Proveedor A,241,9.32,7865.0,2998.0,758.0,Moto GBA,4187.0,1,29980.0,0.173,24800.0,24800.0,18051.52,6748.48,6748.48,4,Crédito,0,Ninguno,4.4
1648,1577,2025-05-19,CUST0004,1,GBA Sur,Feria,IG Orgánico,HotSaleMay,Remera mujer,L,Rojo,DTF,Tipográfica,Proveedor A,224,8.81,7324.0,1984.0,789.0,Moto GBA,2432.0,1,22140.0,0.087,20210.0,20210.0,14501.56,5708.44,5708.44,3,Débito,0,Ninguno,4.5
1938,1855,2025-05-19,CUST0001,1,CABA,Instagram,IG Ads,HotSaleMay,Remera mujer,L,Negro,DTF,Tipográfica,Proveedor A,182,8.88,7958.0,3330.0,572.0,Moto GBA,3768.0,1,28180.0,0.176,23220.0,23220.0,17245.34,5974.66,5974.66,2,Débito,0,Ninguno,4.9
1741,1666,2025-05-20,CUST0272,0,Quilmes,TiendaNube,Boca a boca,HotSaleMay,Remera mujer,M,Blanco,DTF,Rock,Proveedor A,156,9.78,8612.0,2443.0,703.0,Correo Argentino,3353.0,1,25500.0,0.243,19310.0,19310.0,16631.89,2678.11,2678.11,4,MercadoPago,0,Ninguno,4.4
63,61,2025-05-21,CUST0084,1,Interior,Feria,IG Ads,HotSaleMay,Oversize,L,Blanco,DTF,Vintage,Proveedor B,265,8.32,9057.0,1693.0,513.0,Retiro,0.0,2,22100.0,0.188,17940.0,35880.0,13468.34,4471.66,8943.32,4,MercadoPago,0,Ninguno,3.9
717,685,2025-05-21,CUST0020,1,GBA Sur,WhatsApp,IG Orgánico,HotSaleMay,Remera mujer,S,Gris,DTF,Rock,Proveedor A,163,9.41,8821.0,1711.0,628.0,Retiro,0.0,2,20960.0,0.143,17960.0,35920.0,12689.93,5270.07,10540.13,2,MercadoPago,0,Ninguno,5.0
